name,bransje,kommune,fylke,source_category,companyid,source_url,reporting_year,co2_total_t,co2_fossil_t,co2_biogenic_t,biogenic_share_pct,biogenic_method,n2o_t,co2_eq_t,ets_allocated,ets_verified,ets_year,ets_flag,electricity_mwh,lat,lon,cluster,port_access,suitability_score,narrative,data_source
NAKO A.S,Produksjon av andre uorganiske kjemiske råvarer,Narvik,Nordland,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,68.438,17.427,Narvik,True,4.0,"NAKO A.S is an inorganic chemicals facility in Narvik in the Narvik cluster, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
NCC Industry  AS - Klodeborg asfaltverk,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Arendal,Agder,other,,,2023,,,,0,estimated,,,,,,,,58.461,8.772,Eydehavn,True,4.0,"NCC Industry  AS - Klodeborg asfaltverk is an industrial facility in Arendal in the Eydehavn cluster, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Norsun AS,Produksjon av andre uorganiske kjemiske råvarer,Årdal,Vestland,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,61.249,7.71,Årdal,True,4.0,"Norsun AS is an inorganic chemicals facility in Årdal in the Årdal cluster, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
Norwegian Crystals,Produksjon av andre uorganiske kjemiske råvarer,Meløy,Nordland,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,66.876,14.183,Glomfjord,True,4.0,"Norwegian Crystals is an inorganic chemicals facility in Meløy in the Glomfjord cluster, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
Odda Smelteverk,Produksjon av andre uorganiske kjemiske råvarer,Ullensvang,Vestland,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,60.069,6.545,Odda,True,4.0,"Odda Smelteverk is an inorganic chemicals facility in Ullensvang in the Odda cluster, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
PQ Norge Silicates AS,Produksjon av andre uorganiske kjemiske råvarer,Meløy,Nordland,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,66.876,14.183,Glomfjord,True,4.0,"PQ Norge Silicates AS is an inorganic chemicals facility in Meløy in the Glomfjord cluster, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
"REC Wafer Norway, Glomfjord Multi",Produksjon av andre uorganiske kjemiske råvarer,Meløy,Nordland,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,66.876,14.183,Glomfjord,True,4.0,"REC Wafer Norway, Glomfjord Multi is an inorganic chemicals facility in Meløy in the Glomfjord cluster, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
Si Pro AS,Produksjon av andre uorganiske kjemiske råvarer,Meløy,Nordland,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,66.876,14.183,Glomfjord,True,4.0,"Si Pro AS is an inorganic chemicals facility in Meløy in the Glomfjord cluster, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
Akershus Energipark,Vannbåren og luftbåren varme- og kjøleforsyning,Lillestrøm,Akershus,district_heating,,,2023,,,,60,estimated,,,,,,,,59.953,11.078,None,True,3.9,"Akershus Energipark operates district heating in Lillestrøm, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Alta Fjernvarme AS,Vannbåren og luftbåren varme- og kjøleforsyning,Alta,Finnmark,district_heating,,,2023,,,,60,estimated,,,,,,,,69.968,23.272,None,True,3.9,"Alta Fjernvarme AS operates district heating in Alta, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Avfallskraft AS,Vannbåren og luftbåren varme- og kjøleforsyning,Lier,Buskerud,district_heating,,,2023,,,,60,estimated,,,,,,,,59.788,10.241,None,True,3.9,"Avfallskraft AS operates district heating in Lier, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
BE Varme,Vannbåren og luftbåren varme- og kjøleforsyning,Bodø,Nordland,district_heating,,,2023,,,,60,estimated,,,,,,,,67.282,14.375,None,True,3.9,"BE Varme operates district heating in Bodø, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Botnhågen avfallsforbrenningsanlegg,Vannbåren og luftbåren varme- og kjøleforsyning,Senja,Troms,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Botnhågen avfallsforbrenningsanlegg operates district heating in Senja, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Eidsiva Bioenergi AS - Kongsvinger Vingersjøvegen,Vannbåren og luftbåren varme- og kjøleforsyning,Kongsvinger,Innlandet,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Eidsiva Bioenergi AS - Kongsvinger Vingersjøvegen operates district heating in Kongsvinger, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
"Eidsiva Bioenergi AS, avd. Ingeberg Trehørningen Energisentral",Vannbåren og luftbåren varme- og kjøleforsyning,Hamar,Innlandet,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Eidsiva Bioenergi AS, avd. Ingeberg Trehørningen Energisentral operates district heating in Hamar, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
"Eidsiva Bioenergi avd. Børstad, Hamar",Vannbåren og luftbåren varme- og kjøleforsyning,Hamar,Innlandet,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Eidsiva Bioenergi avd. Børstad, Hamar operates district heating in Hamar, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Eidsiva Bioenergi avd. Elverum,Vannbåren og luftbåren varme- og kjøleforsyning,Elverum,Innlandet,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Eidsiva Bioenergi avd. Elverum operates district heating in Elverum, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Energos AS,Vannbåren og luftbåren varme- og kjøleforsyning,Trondheim,Trøndelag,district_heating,,,2023,,,,60,estimated,,,,,,,,63.43,10.395,None,True,3.9,"Energos AS operates district heating in Trondheim, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
FINNMARK MILJØVARME ALTA,Vannbåren og luftbåren varme- og kjøleforsyning,Alta,Finnmark,district_heating,,,2023,,,,60,estimated,,,,,,,,69.968,23.272,None,True,3.9,"FINNMARK MILJØVARME ALTA operates district heating in Alta, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Finnmark Miljøvarme Karasjok,Vannbåren og luftbåren varme- og kjøleforsyning,Karasjok,Finnmark,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Finnmark Miljøvarme Karasjok operates district heating in Karasjok, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
FINNMARK MILJØVARME LAKSELV,Vannbåren og luftbåren varme- og kjøleforsyning,Porsanger,Finnmark,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"FINNMARK MILJØVARME LAKSELV operates district heating in Porsanger, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Fjell fyrings- og servicesentral,Vannbåren og luftbåren varme- og kjøleforsyning,Drammen,Buskerud,district_heating,,,2023,,,,60,estimated,,,,,,,,59.744,10.204,None,True,3.9,"Fjell fyrings- og servicesentral operates district heating in Drammen, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Hoff Varmesentral,Vannbåren og luftbåren varme- og kjøleforsyning,Oslo,Oslo,district_heating,,,2023,,,,60,estimated,,,,,,,,59.913,10.752,None,True,3.9,"Hoff Varmesentral operates district heating in Oslo, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Kilen Varmesentral - Skagerak Varme,Vannbåren og luftbåren varme- og kjøleforsyning,Tønsberg,Vestfold,district_heating,,,2023,,,,60,estimated,,,,,,,,59.267,10.408,None,True,3.9,"Kilen Varmesentral - Skagerak Varme operates district heating in Tønsberg, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Moelven Bioenergi AS (tidl. Moelven Timber ),Vannbåren og luftbåren varme- og kjøleforsyning,Ringsaker,Innlandet,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Moelven Bioenergi AS (tidl. Moelven Timber ) operates district heating in Ringsaker, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Nidarvoll varmesentral - fjernvarmeanlegg - Trondheim,Vannbåren og luftbåren varme- og kjøleforsyning,Trondheim,Trøndelag,district_heating,,,2023,,,,60,estimated,,,,,,,,63.43,10.395,None,True,3.9,"Nidarvoll varmesentral - fjernvarmeanlegg - Trondheim operates district heating in Trondheim, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Nordmøre BioEl AS,Vannbåren og luftbåren varme- og kjøleforsyning,Tingvoll,Møre og Romsdal,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Nordmøre BioEl AS operates district heating in Tingvoll, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Oslofjord Varme avd. AHUS,Vannbåren og luftbåren varme- og kjøleforsyning,Lørenskog,Akershus,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Oslofjord Varme avd. AHUS operates district heating in Lørenskog, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Oslofjord Varme avd. Lysaker,Vannbåren og luftbåren varme- og kjøleforsyning,Bærum,Akershus,district_heating,,,2023,,,,60,estimated,,,,,,,,59.893,10.527,None,True,3.9,"Oslofjord Varme avd. Lysaker operates district heating in Bærum, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Oslofjord Varme avd. Sandvika,Vannbåren og luftbåren varme- og kjøleforsyning,Bærum,Akershus,district_heating,,,2023,,,,60,estimated,,,,,,,,59.893,10.527,None,True,3.9,"Oslofjord Varme avd. Sandvika operates district heating in Bærum, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Robsrud varmesentral,Vannbåren og luftbåren varme- og kjøleforsyning,Lørenskog,Akershus,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Robsrud varmesentral operates district heating in Lørenskog, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Rodeløkka Varmesentral,Vannbåren og luftbåren varme- og kjøleforsyning,Oslo,Oslo,district_heating,,,2023,,,,60,estimated,,,,,,,,59.913,10.752,None,True,3.9,"Rodeløkka Varmesentral operates district heating in Oslo, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Rognan Bioenergi as,Vannbåren og luftbåren varme- og kjøleforsyning,Saltdal,Nordland,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Rognan Bioenergi as operates district heating in Saltdal, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Trysil Fjernvarme,Vannbåren og luftbåren varme- og kjøleforsyning,Trysil,Innlandet,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Trysil Fjernvarme operates district heating in Trysil, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Varmesentral Breivika,Vannbåren og luftbåren varme- og kjøleforsyning,Tromsø,Troms,district_heating,,,2023,,,,60,estimated,,,,,,,,69.649,18.956,None,True,3.9,"Varmesentral Breivika operates district heating in Tromsø, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
"Østfold Energi, Rakkestadanlegget",Vannbåren og luftbåren varme- og kjøleforsyning,Rakkestad,Østfold,district_heating,,,2023,,,,60,estimated,,,,,,,,65.0,14.0,None,True,3.9,"Østfold Energi, Rakkestadanlegget operates district heating in Rakkestad, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Port access available.",no_data
Hallingdal Renovasjon IKS - Kleivi hovedanlegg,Energigjenvinning,Ål,Buskerud,waste_to_energy,,,2023,,,,50,estimated,,,,,,,,62.473,6.155,None,True,3.7,"Hallingdal Renovasjon IKS - Kleivi hovedanlegg is a waste-to-energy facility emitting ~scale unknown CO₂ (50% biogenic (estimated)). Located in Ål, with port access available. Mixed-waste incinerator; biogenic fraction is significant and should be verified via monitoring plan.",no_data
Indus Kjemisk Teknisk Fabrikk,Energigjenvinning,Bergen,Vestland,waste_to_energy,,,2023,,,,50,estimated,,,,,,,,60.391,5.322,None,True,3.7,"Indus Kjemisk Teknisk Fabrikk is a waste-to-energy facility emitting ~scale unknown CO₂ (50% biogenic (estimated)). Located in Bergen, with port access available. Mixed-waste incinerator; biogenic fraction is significant and should be verified via monitoring plan.",no_data
"Indus Kjemisk Teknisk Fabrikk mottak, lagring og beha av farlig avfall",Energigjenvinning,Bergen,Vestland,waste_to_energy,,,2023,,,,50,estimated,,,,,,,,60.391,5.322,None,True,3.7,"Indus Kjemisk Teknisk Fabrikk mottak, lagring og beha av farlig avfall is a waste-to-energy facility emitting ~scale unknown CO₂ (50% biogenic (estimated)). Located in Bergen, with port access available. Mixed-waste incinerator; biogenic fraction is significant and should be verified via monitoring plan.",no_data
Norsk Gjenvinning AS avdeling Fagerstrand - behandling farlig avfall,Energigjenvinning,Nesodden,Akershus,waste_to_energy,,,2023,,,,50,estimated,,,,,,,,65.0,14.0,None,True,3.7,"Norsk Gjenvinning AS avdeling Fagerstrand - behandling farlig avfall is a waste-to-energy facility emitting ~scale unknown CO₂ (50% biogenic (estimated)). Located in Nesodden, with port access available. Mixed-waste incinerator; biogenic fraction is significant and should be verified via monitoring plan.",no_data
Norsk Spesialolje Kambo,Energigjenvinning,Moss,Østfold,waste_to_energy,,,2023,,,,50,estimated,,,,,,,,59.434,10.659,None,True,3.7,"Norsk Spesialolje Kambo is a waste-to-energy facility emitting ~scale unknown CO₂ (50% biogenic (estimated)). Located in Moss, with port access available. Mixed-waste incinerator; biogenic fraction is significant and should be verified via monitoring plan.",no_data
SafeClean AS avd Sløvåg,Energigjenvinning,Gulen,Vestland,waste_to_energy,,,2023,,,,50,estimated,,,,,,,,65.0,14.0,None,True,3.7,"SafeClean AS avd Sløvåg is a waste-to-energy facility emitting ~scale unknown CO₂ (50% biogenic (estimated)). Located in Gulen, with port access available. Mixed-waste incinerator; biogenic fraction is significant and should be verified via monitoring plan.",no_data
Eramet Norway Kvinesdal,"Produksjon av jern og stål, samt ferrolegeringer",Kvinesdal,Agder,ferroalloy,,,2023,220000,190000,30000,13.6,reported,,220000,210000,205000,2023,,,58.301,7.003,None,False,3.4,"Eramet Norway Kvinesdal is a ferroalloy/steel plant in Kvinesdal, emitting ~220 kt/y CO₂ (14% biogenic (reported)). CO/CO₂ offgas streams are significant and could serve as e-fuel carbon feedstock (FT synthesis). Inland — logistics to be verified.",public_estimate
Elkem Thamshavn,Produksjon av andre uorganiske kjemiske råvarer,Orkland,Trøndelag,inorganic_chem,,,2023,170000,140000,30000,17.6,reported,,170000,160000,155000,2023,,,63.301,9.846,None,False,3.3,"Elkem Thamshavn is an inorganic chemicals facility in Orkland, emitting ~170 kt/y CO₂ (18% biogenic (reported)). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as inland — logistics to be verified.",public_estimate
Allnex Norway AS,Produksjon av basisplast,Lillestrøm,Akershus,organic_chem,,,2023,,,,5,estimated,,,,,,,,59.953,11.078,None,True,2.9,"Allnex Norway AS is an organic chemicals/plastics facility in Lillestrøm, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
BIM Norway AS,Produksjon av andre organiske kjemiske råvarer,Drammen,Buskerud,organic_chem,,,2023,,,,5,estimated,,,,,,,,59.744,10.204,None,True,2.9,"BIM Norway AS is an organic chemicals/plastics facility in Drammen, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
"Chitinor AS, Tromsø",Produksjon av andre organiske kjemiske råvarer,Tromsø,Troms,organic_chem,,,2023,,,,5,estimated,,,,,,,,69.649,18.956,None,True,2.9,"Chitinor AS, Tromsø is an organic chemicals/plastics facility in Tromsø, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
ChitiNor kitinfabrikk,Produksjon av andre organiske kjemiske råvarer,Senja,Troms,organic_chem,,,2023,,,,5,estimated,,,,,,,,65.0,14.0,None,True,2.9,"ChitiNor kitinfabrikk is an organic chemicals/plastics facility in Senja, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
CorusPackaging Plus Norway A.S,Produksjon av jern og stål,Bergen,Vestland,ferroalloy,,,2023,,,,5,estimated,,,,,,,,60.391,5.322,None,True,2.9,"CorusPackaging Plus Norway A.S is a ferroalloy/steel plant in Bergen, emitting ~scale unknown CO₂ (5% biogenic (estimated)). CO/CO₂ offgas streams are significant and could serve as e-fuel carbon feedstock (FT synthesis). Port access available.",no_data
"DYNEA ASA, Engene",Produksjon av basisplast,Asker,Akershus,organic_chem,,,2023,,,,5,estimated,,,,,,,,65.0,14.0,None,True,2.9,"DYNEA ASA, Engene is an organic chemicals/plastics facility in Asker, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
Dynea Lillestrøm,Produksjon av basisplast,Lillestrøm,Akershus,organic_chem,,,2023,,,,5,estimated,,,,,,,,59.953,11.078,None,True,2.9,"Dynea Lillestrøm is an organic chemicals/plastics facility in Lillestrøm, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
"FESIL ASA, Lilleby Metall",Produksjon av ferrolegeringer,Trondheim,Trøndelag,ferroalloy,,,2023,,,,5,estimated,,,,,,,,63.43,10.395,None,True,2.9,"FESIL ASA, Lilleby Metall is a ferroalloy/steel plant in Trondheim, emitting ~scale unknown CO₂ (5% biogenic (estimated)). CO/CO₂ offgas streams are significant and could serve as e-fuel carbon feedstock (FT synthesis). Port access available.",no_data
Hafsil AS,"Produksjon av jern og stål, samt ferrolegeringer",Sarpsborg,Østfold,ferroalloy,,,2023,,,,5,estimated,,,,,,,,59.284,11.109,None,True,2.9,"Hafsil AS is a ferroalloy/steel plant in Sarpsborg, emitting ~scale unknown CO₂ (5% biogenic (estimated)). CO/CO₂ offgas streams are significant and could serve as e-fuel carbon feedstock (FT synthesis). Port access available.",no_data
Hoff Norske Potetindustrier Atlungstad Brenneri,Produksjon av andre organiske kjemiske råvarer,Stange,Innlandet,organic_chem,,,2023,,,,5,estimated,,,,,,,,65.0,14.0,None,True,2.9,"Hoff Norske Potetindustrier Atlungstad Brenneri is an organic chemicals/plastics facility in Stange, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
MBP Bio Production - Biofuel tankanlegg,Produksjon av andre organiske kjemiske råvarer,Sarpsborg,Østfold,organic_chem,,,2023,,,,5,estimated,,,,,,,,59.284,11.109,None,True,2.9,"MBP Bio Production - Biofuel tankanlegg is an organic chemicals/plastics facility in Sarpsborg, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
Microbeads AS,Produksjon av basisplast,Lillestrøm,Akershus,organic_chem,,,2023,,,,5,estimated,,,,,,,,59.953,11.078,None,True,2.9,"Microbeads AS is an organic chemicals/plastics facility in Lillestrøm, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
"REICHHOLD AS, Sandefjord",Produksjon av basisplast,Sandefjord,Vestfold,organic_chem,,,2023,,,,5,estimated,,,,,,,,59.553,10.213,None,True,2.9,"REICHHOLD AS, Sandefjord is an organic chemicals/plastics facility in Sandefjord, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
"Seagarden AS, Senjahopen",Produksjon av andre organiske kjemiske råvarer,Senja,Troms,organic_chem,,,2023,,,,5,estimated,,,,,,,,65.0,14.0,None,True,2.9,"Seagarden AS, Senjahopen is an organic chemicals/plastics facility in Senja, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
Strand Unikorn AS - (Strand Brænderi),Produksjon av andre organiske kjemiske råvarer,Ringsaker,Innlandet,organic_chem,,,2023,,,,5,estimated,,,,,,,,65.0,14.0,None,True,2.9,"Strand Unikorn AS - (Strand Brænderi) is an organic chemicals/plastics facility in Ringsaker, emitting ~scale unknown CO₂ (5% biogenic (estimated)). Port access available.",no_data
"Aluscan A.S, Avd. Raudsand",Produksjon av halvfabrikater av aluminium,Molde,Møre og Romsdal,aluminium,,,2023,,,,0,estimated,,,,,,,,62.737,7.159,None,True,2.8,"Aluscan A.S, Avd. Raudsand is an aluminium smelter in Molde, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Port access available.",no_data
"Baker Hughes, Asco Base Risavika",Boretjenester tilknyttet utvinning av råolje og naturgass,Sola,Rogaland,gas_processing,,,2023,,,,0,estimated,,,,,,,,58.884,5.637,None,True,2.8,"Baker Hughes, Asco Base Risavika is a gas processing terminal in Sola, emitting ~scale unknown CO₂. CO₂ is fossil; existing pipeline and marine infrastructure plus large power supply create high logistics value. Port access available.",no_data
"Baker Hughes, Helgelandsbase",Boretjenester tilknyttet utvinning av råolje og naturgass,Alstahaug,Nordland,gas_processing,,,2023,,,,0,estimated,,,,,,,,65.862,12.452,None,True,2.8,"Baker Hughes, Helgelandsbase is a gas processing terminal in Alstahaug, emitting ~scale unknown CO₂. CO₂ is fossil; existing pipeline and marine infrastructure plus large power supply create high logistics value. Port access available.",no_data
Benteler Automotive Raufoss,Produksjon av aluminium,Vestre Toten,Innlandet,aluminium,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Benteler Automotive Raufoss is an aluminium smelter in Vestre Toten, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Port access available.",no_data
Brattås skrotsteindeponi,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Brattås skrotsteindeponi is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Egersund Granite,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Eigersund,Rogaland,cement,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Egersund Granite is a cement/lime plant in Eigersund, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Elkem Carbon,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Kristiansand,Agder,other,,,2023,,,,0,estimated,,,,,,,,58.147,7.995,None,True,2.8,"Elkem Carbon is an industrial facility in Kristiansand, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Elkem Testvirksomhet AS avd. Kristiansand,Produksjon av andre uorganiske kjemiske råvarer,Kristiansand,Agder,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,58.147,7.995,None,True,2.8,"Elkem Testvirksomhet AS avd. Kristiansand is an inorganic chemicals facility in Kristiansand, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
Feiring Asfalt - Finstadjordet,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Lørenskog,Akershus,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Feiring Asfalt - Finstadjordet is an industrial facility in Lørenskog, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Feiring Bruk avdeling Blaker -  Armoen  Pukkverk,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Lillestrøm,Akershus,other,,,2023,,,,0,estimated,,,,,,,,59.953,11.078,None,True,2.8,"Feiring Bruk avdeling Blaker -  Armoen  Pukkverk is an industrial facility in Lillestrøm, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
"FRANZEFOSS MILJØKALK AS AVD 530, Bærum",Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Bærum,Akershus,other,,,2023,,,,0,estimated,,,,,,,,59.893,10.527,None,True,2.8,"FRANZEFOSS MILJØKALK AS AVD 530, Bærum is an industrial facility in Bærum, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
"Grinda asfaltverk, stasjonært",Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Larvik,Vestfold,other,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Grinda asfaltverk, stasjonært is an industrial facility in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
"Halliburton, Fjordbase Florø",Boretjenester tilknyttet utvinning av råolje og naturgass,Kinn,Vestland,gas_processing,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Halliburton, Fjordbase Florø is a gas processing terminal in Kinn, emitting ~scale unknown CO₂. CO₂ is fossil; existing pipeline and marine infrastructure plus large power supply create high logistics value. Port access available.",no_data
"Halliburton, Helgelandsbase Horvneset",Boretjenester tilknyttet utvinning av råolje og naturgass,Alstahaug,Nordland,gas_processing,,,2023,,,,0,estimated,,,,,,,,65.862,12.452,None,True,2.8,"Halliburton, Helgelandsbase Horvneset is a gas processing terminal in Alstahaug, emitting ~scale unknown CO₂. CO₂ is fossil; existing pipeline and marine infrastructure plus large power supply create high logistics value. Port access available.",no_data
